id,species_id,site_id,season,site_name,ccamlr_id,latitude,longitude,w_1,w_2,obs_1,obs_2,lza_mean,lza_sd,l_a_median,l_a_mean,l_a_sd
m-b5nxud8q9k1n,GEPE,AITC,1970,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,3.8161911820619885,1.6704639865304123,1.115713552148975,1.175362853427066,0.37566647396192626
m-b5nxud8q9k1n,GEPE,AITC,1971,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,3.9291117584620516,1.6392083968753035,1.1186838660435054,1.1751446163948902,0.3776166625500834
m-b5nxud8q9k1n,GEPE,AITC,1972,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.0411914389212145,1.605339088768996,1.120465031638976,1.1742074134761271,0.3746257720329664
m-b5nxud8q9k1n,GEPE,AITC,1973,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.153403163524283,1.566967667647333,1.1188941196723379,1.1765970381348692,0.38380397816874773
m-b5nxud8q9k1n,GEPE,AITC,1974,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.266088872677132,1.518860589224976,1.1232784167287613,1.169897985801141,0.3734975652276094
m-b5nxud8q9k1n,GEPE,AITC,1975,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.374130591498528,1.4854049795700595,1.1167753256222173,1.1712976726622577,0.373293370208225
m-b5nxud8q9k1n,GEPE,AITC,1976,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.48388344844422,1.4530874201831379,1.1192882017987804,1.1736904606047387,0.3801436932813882
m-b5nxud8q9k1n,GEPE,AITC,1977,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.593700203874808,1.414901341907505,1.1137767062893529,1.1754037010079372,0.37472717880954226
m-b5nxud8q9k1n,GEPE,AITC,1978,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.706993529716275,1.3779881079582113,1.0968281431098943,1.1454923292919437,0.3564370100916005
m-b5nxud8q9k1n,GEPE,AITC,1979,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.796438614752969,1.3443588760034593,1.0603797685810106,1.104639567937302,0.3452502737888596
m-b5nxud8q9k1n,GEPE,AITC,1980,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.848759171369228,1.3124954711382046,1.0872530364164963,1.142919768539002,0.35945649538621566
m-b5nxud8q9k1n,GEPE,AITC,1981,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.935428014775113,1.2666263041687216,1.0218912896601768,1.0740319551292556,0.3375605398993369
m-b5nxud8q9k1n,GEPE,AITC,1982,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,4.959784891222336,1.2230784714286347,1.1312714544449718,1.1891096187498293,0.3716622587554241
m-b5nxud8q9k1n,GEPE,AITC,1983,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,5.086652819330766,1.1853147994506867,1.188805162893616,1.2471932538181632,0.38783563877567906
m-b5nxud8q9k1n,GEPE,AITC,1984,Barrientos Island (Aitcho Islands),48.1,-62.4071,-59.7517,1,1,0,0,5.261008093725187,1.1476214604905293,1.1742060859683807,1.2294852198604826,0.3830567331550715
